0.38	-0.93	0.09	10700	Standing
0.39	-0.93	0.09	10741	Standing
0.38	-0.93	0.1	10782	Standing
0.37	-0.92	0.11	10823	Standing
0.38	-0.93	0.09	10864	Standing
0.38	-0.93	0.09	10905	Standing
0.39	-0.92	0.09	10946	Standing
0.39	-0.93	0.09	10987	Standing
0.39	-0.91	0.1	11028	Standing
0.39	-0.92	0.1	11069	Standing
0.38	-0.91	0.1	11110	Standing
0.38	-0.91	0.1	11151	Standing
0.4	-0.92	0.1	11192	Standing
0.4	-0.92	0.1	11233	Standing
0.38	-0.91	0.11	11274	Standing
0.39	-0.92	0.1	11315	Standing
0.39	-0.91	0.1	11356	Standing
0.38	-0.91	0.11	11397	Standing
0.39	-0.91	0.1	11438	Standing
0.39	-0.93	0.11	11479	Standing
0.37	-0.92	0.1	11520	Standing
0.37	-0.91	0.1	11560	Standing
0.38	-0.91	0.1	11601	Standing
0.37	-0.93	0.1	11642	Standing
0.39	-0.92	0.1	11683	Standing
0.39	-0.92	0.09	11724	Standing
0.39	-0.92	0.11	11765	Standing
0.39	-0.92	0.1	11806	Standing
0.39	-0.92	0.11	11847	Standing
0.39	-0.92	0.11	11888	Standing
0.39	-0.92	0.09	11929	Standing
0.4	-0.93	0.1	11970	Standing
0.39	-0.93	0.1	12011	Standing
0.39	-0.91	0.1	12052	Standing
0.38	-0.92	0.1	12093	Standing
0.4	-0.91	0.1	12134	Standing
0.39	-0.91	0.1	12175	Standing
0.39	-0.93	0.09	12216	Standing
0.39	-0.91	0.1	12256	Standing
0.37	-0.92	0.1	12297	Standing
0.39	-0.91	0.09	12338	Standing
0.39	-0.92	0.1	12379	Standing
0.4	-0.92	0.1	12420	Standing
0.4	-0.91	0.09	12461	Standing
0.4	-0.91	0.09	12502	Standing
0.41	-0.91	0.09	12542	Standing
0.39	-0.91	0.1	12583	Standing
0.4	-0.93	0.1	12624	Standing
0.39	-0.92	0.1	12665	Standing
0.39	-0.92	0.1	12706	Standing
0.39	-0.93	0.09	12747	Standing
0.39	-0.93	0.09	12788	Standing
0.37	-0.92	0.1	12829	Standing
0.39	-0.92	0.1	12870	Standing
0.37	-0.93	0.09	12911	Standing
0.37	-0.92	0.1	12952	Standing
0.39	-0.92	0.1	12993	Standing
0.38	-0.93	0.1	13034	Standing
0.39	-0.91	0.09	13075	Standing
0.39	-0.92	0.1	13116	Standing
0.37	-0.91	0.09	13157	Standing
0.38	-0.92	0.09	13198	Standing
0.38	-0.92	0.1	13239	Standing
0.39	-0.91	0.1	13280	Standing
0.38	-0.91	0.1	13321	Standing
0.38	-0.91	0.1	13362	Standing
0.4	-0.93	0.09	13403	Standing
0.39	-0.93	0.09	13444	Standing
0.38	-0.93	0.1	13485	Standing
0.38	-0.92	0.09	13526	Standing
0.38	-0.93	0.09	13566	Standing
0.38	-0.93	0.09	13607	Standing
0.38	-0.92	0.09	13648	Standing
0.38	-0.93	0.1	13689	Standing
0.37	-0.92	0.09	13730	Standing
0.37	-0.92	0.11	13771	Standing
0.36	-0.93	0.1	13812	Standing
0.37	-0.92	0.11	13853	Standing
0.37	-0.93	0.1	13894	Standing
0.38	-0.93	0.1	13935	Standing
0.38	-0.92	0.11	13976	Standing
0.37	-0.91	0.1	14017	Standing
0.37	-0.91	0.11	14058	Standing
0.37	-0.92	0.1	14099	Standing
0.38	-0.92	0.1	14140	Standing
0.39	-0.93	0.1	14181	Standing
0.39	-0.93	0.1	14222	Standing
0.38	-0.93	0.1	14263	Standing
0.38	-0.92	0.11	14304	Standing
0.37	-0.92	0.1	14345	Standing
0.38	-0.92	0.11	14386	Standing
0.38	-0.92	0.11	14427	Standing
0.38	-0.93	0.11	14468	Standing
0.38	-0.92	0.1	14509	Standing
0.38	-0.93	0.1	14550	Standing
0.37	-0.92	0.1	14590	Standing
0.36	-0.91	0.1	14631	Standing
0.38	-0.93	0.11	14672	Standing
0.37	-0.91	0.1	14713	Standing
0.37	-0.93	0.1	14753	Standing
0.39	-0.91	0.1	14794	Standing
0.37	-0.92	0.1	14834	Standing
0.4	-0.93	0.11	14875	Standing
0.37	-0.92	0.11	14916	Standing
0.38	-0.93	0.1	14957	Standing
0.38	-0.93	0.11	14998	Standing
0.36	-0.91	0.1	15039	Standing
0.37	-0.91	0.11	15080	Standing
0.38	-0.92	0.1	15121	Standing
0.37	-0.91	0.1	15161	Standing
0.37	-0.91	0.1	15202	Standing
0.39	-0.92	0.1	15243	Standing
0.38	-0.92	0.1	15284	Standing
0.4	-0.92	0.09	15325	Standing
0.39	-0.93	0.09	15366	Standing
0.39	-0.93	0.09	15407	Standing
0.39	-0.93	0.1	15447	Standing
0.39	-0.93	0.09	15488	Standing
0.38	-0.93	0.09	15528	Standing
0.38	-0.94	0.1	15569	Standing
0.37	-0.93	0.09	15609	Standing
0.38	-0.94	0.1	15649	Standing
0.39	-0.94	0.1	15690	Standing
0.37	-0.93	0.11	15730	Standing
0.37	-0.93	0.1	15771	Standing
0.4	-0.94	0.09	15812	Standing
0.37	-0.93	0.1	15853	Standing
0.37	-0.93	0.09	15894	Standing
0.38	-0.91	0.1	15935	Standing
0.36	-0.91	0.1	15976	Standing
0.36	-0.91	0.1	16017	Standing
0.37	-0.92	0.09	16058	Standing
0.38	-0.93	0.09	16098	Standing
0.37	-0.92	0.09	16139	Standing
0.39	-0.94	0.09	16180	Standing
0.38	-0.91	0.09	16221	Standing
0.38	-0.9	0.09	16262	Standing
0.39	-0.91	0.09	16303	Standing
0.41	-0.89	0.07	16344	Standing
0.39	-0.88	0.08	16385	Standing
0.42	-0.89	0.07	16427	Standing
0.39	-0.92	0.06	16467	Standing
0.42	-0.95	0.07	16508	Standing
0.44	-0.95	0.07	16549	Standing
0.38	-0.93	0.08	16590	Standing
0.36	-0.93	0.09	16631	Standing
0.38	-0.93	0.08	16672	Standing
0.38	-0.91	0.08	16713	Standing
0.37	-0.95	0.07	16754	Standing
0.4	-0.92	0.07	16795	Standing
0.36	-0.92	0.06	16836	Standing
0.39	-0.92	0.06	16877	Standing
0.38	-0.93	0.05	16918	Standing
0.38	-0.92	0.07	16959	Standing
0.39	-0.93	0.07	17000	Standing
0.37	-0.92	0.07	17041	Standing
0.39	-0.92	0.06	17082	Standing
0.38	-0.92	0.06	17123	Standing
0.41	-0.92	0.07	17164	Standing
0.39	-0.92	0.07	17205	Standing
0.39	-0.93	0.08	17246	Standing
0.4	-0.91	0.07	17287	Standing
0.41	-0.93	0.07	17328	Standing
0.39	-0.92	0.07	17369	Standing
0.41	-0.91	0.07	17410	Standing
0.39	-0.91	0.07	17451	Standing
0.41	-0.92	0.07	17491	Standing
0.4	-0.91	0.06	17532	Standing
0.4	-0.91	0.06	17573	Standing
0.42	-0.91	0.06	17614	Standing
0.4	-0.91	0.06	17655	Standing
0.42	-0.91	0.06	17696	Standing
0.39	-0.91	0.06	17737	Standing
0.41	-0.91	0.06	17778	Standing
0.4	-0.91	0.07	17820	Standing
0.4	-0.93	0.07	17861	Standing
0.43	-0.92	0.07	17902	Standing
0.39	-0.92	0.07	17943	Standing
0.42	-0.91	0.07	17983	Standing
0.4	-0.91	0.07	18024	Standing
0.4	-0.91	0.07	18064	Standing
0.41	-0.93	0.07	18105	Standing
0.4	-0.92	0.08	18146	Standing
0.39	-0.92	0.08	18187	Standing
0.39	-0.93	0.07	18228	Standing
0.4	-0.93	0.07	18269	Standing
0.4	-0.93	0.09	18310	Standing
0.37	-0.96	0.1	18351	Standing
0.42	-0.94	0.1	18392	Standing
0.42	-0.93	0.12	18433	Standing
0.39	-0.89	0.12	18473	Standing
0.39	-0.89	0.12	18514	Standing
0.4	-0.9	0.09	18555	Standing
0.42	-0.9	0.08	18596	Standing
0.43	-0.89	0.07	18637	Standing
0.42	-0.88	0.09	18678	Standing
0.4	-0.89	0.08	18719	Standing
0.42	-0.91	0.09	18760	Standing
0.41	-0.93	0.1	18801	Standing
0.42	-0.91	0.11	18842	Standing
0.39	-0.91	0.11	18883	Standing
0.37	-0.91	0.12	18924	Standing
0.38	-0.95	0.12	18965	Standing
0.37	-0.94	0.12	19006	Standing
0.37	-0.93	0.14	19047	Standing
0.36	-0.89	0.14	19088	Standing
0.36	-0.9	0.14	19129	Standing
0.37	-0.91	0.13	19170	Standing
0.39	-0.93	0.12	19211	Standing
0.39	-0.93	0.12	19251	Standing
0.39	-0.91	0.12	19292	Standing
0.4	-0.92	0.13	19333	Standing
0.39	-0.92	0.13	19374	Standing
0.41	-0.92	0.13	19415	Standing
0.4	-0.92	0.13	19456	Standing
0.4	-0.93	0.14	19496	Standing
0.38	-0.91	0.13	19537	Standing
0.38	-0.92	0.14	19578	Standing
0.39	-0.9	0.13	19619	Standing
0.38	-0.91	0.12	19660	Standing
0.39	-0.92	0.12	19701	Standing
0.4	-0.91	0.14	19741	Standing
0.37	-0.91	0.13	19782	Standing
0.39	-0.91	0.13	19823	Standing
0.39	-0.91	0.14	19863	Standing
0.39	-0.91	0.13	19904	Standing
0.39	-0.92	0.14	19945	Standing
0.4	-0.92	0.13	19986	Standing
0.39	-0.92	0.13	20028	Standing
0.39	-0.91	0.12	20069	Standing
0.39	-0.91	0.13	20110	Standing
0.39	-0.92	0.13	20151	Standing
0.4	-0.92	0.14	20192	Standing
0.39	-0.91	0.13	20233	Standing
0.4	-0.91	0.14	20274	Standing
0.4	-0.91	0.13	20315	Standing
0.39	-0.91	0.14	20356	Standing
0.39	-0.91	0.14	20397	Standing
0.39	-0.91	0.13	20438	Standing
0.4	-0.91	0.13	20478	Standing
0.4	-0.91	0.13	20519	Standing
0.39	-0.9	0.13	20560	Standing
0.39	-0.91	0.13	20601	Standing
0.4	-0.91	0.12	20642	Standing
0.39	-0.91	0.12	20683	Standing
0.39	-0.91	0.12	20724	Standing
0.39	-0.92	0.13	20765	Standing
0.41	-0.91	0.13	20806	Standing
0.4	-0.91	0.13	20847	Standing
0.42	-0.9	0.14	20888	Standing
0.41	-0.91	0.14	20929	Standing
0.4	-0.91	0.14	20970	Standing
0.41	-0.91	0.13	21011	Standing
0.42	-0.91	0.14	21052	Standing
0.41	-0.91	0.14	21093	Standing
0.41	-0.91	0.14	21134	Standing
0.42	-0.9	0.13	21176	Standing
0.41	-0.9	0.13	21217	Standing
0.41	-0.9	0.13	21258	Standing
0.42	-0.91	0.14	21299	Standing
0.42	-0.9	0.13	21340	Standing
0.43	-0.89	0.13	21381	Standing
0.42	-0.89	0.13	21422	Standing
0.42	-0.9	0.13	21463	Standing
0.43	-0.89	0.13	21504	Standing
0.41	-0.88	0.13	21544	Standing
0.42	-0.89	0.12	21585	Standing
0.42	-0.9	0.12	21626	Standing
0.41	-0.91	0.13	21667	Standing
0.43	-0.91	0.14	21708	Standing
0.42	-0.91	0.14	21749	Standing
0.41	-0.91	0.14	21790	Standing
0.42	-0.9	0.15	21831	Standing
0.41	-0.89	0.15	21872	Standing
0.42	-0.91	0.14	21913	Standing
0.42	-0.93	0.12	21954	Standing
0.43	-0.92	0.11	21995	Standing
0.39	-0.91	0.1	22036	Standing
0.39	-0.91	0.09	22077	Standing
0.38	-0.89	0.09	22117	Standing
0.38	-0.91	0.1	22158	Standing
0.39	-0.91	0.1	22198	Standing
0.39	-0.91	0.11	22238	Standing
0.39	-0.92	0.12	22279	Standing
0.4	-0.91	0.12	22320	Standing
0.39	-0.92	0.11	22361	Standing
0.39	-0.92	0.12	22402	Standing
0.39	-0.91	0.13	22443	Standing
0.39	-0.93	0.12	22483	Standing
0.39	-0.92	0.12	22523	Standing
0.39	-0.92	0.12	22564	Standing
0.38	-0.93	0.12	22605	Standing
0.39	-0.93	0.12	22646	Standing
0.38	-0.92	0.12	22687	Standing
0.39	-0.91	0.12	22728	Standing
0.39	-0.91	0.12	22769	Standing
0.39	-0.92	0.11	22810	Standing
0.39	-0.91	0.12	22850	Standing
0.37	-0.91	0.11	22891	Standing
0.38	-0.91	0.11	22932	Standing
0.38	-0.91	0.12	22973	Standing
0.37	-0.91	0.11	23014	Standing
0.39	-0.92	0.11	23055	Standing
0.4	-0.93	0.13	23095	Standing
0.41	-0.93	0.13	23136	Standing
0.39	-0.92	0.13	23177	Standing
0.37	-0.93	0.13	23218	Standing
0.37	-0.91	0.12	23259	Standing
0.37	-0.9	0.12	23300	Standing
0.37	-0.9	0.13	23341	Standing
0.37	-0.92	0.13	23383	Standing
0.37	-0.89	0.13	23424	Standing
0.36	-0.92	0.12	23464	Standing
0.37	-0.91	0.13	23505	Standing
0.37	-0.89	0.13	23546	Standing
0.39	-0.9	0.12	23587	Standing
0.39	-0.89	0.11	23628	Standing
0.41	-0.91	0.1	23669	Standing
0.41	-0.92	0.09	23710	Standing
0.41	-0.93	0.09	23750	Standing
0.43	-0.93	0.08	23791	Standing
0.43	-0.92	0.08	23832	Standing
0.42	-0.93	0.08	23873	Standing
0.44	-0.93	0.09	23914	Standing
0.43	-0.91	0.09	23955	Standing
0.41	-0.91	0.08	23996	Standing
0.43	-0.92	0.09	24037	Standing
0.43	-0.91	0.09	24078	Standing
0.43	-0.9	0.08	24119	Standing
0.45	-0.91	0.05	24160	Standing
0.46	-0.9	0.07	24201	Standing
0.39	-0.9	0.07	24242	Standing
0.41	-0.92	0.09	24283	Standing
0.35	-0.91	0.08	24324	Standing
0.39	-0.92	0.07	24365	Standing
0.38	-0.91	0.08	24406	Standing
0.37	-0.92	0.09	24446	Standing
0.39	-0.92	0.08	24488	Standing
0.41	-0.92	0.11	24529	Standing
0.36	-0.92	0.08	24570	Standing
0.39	-0.92	0.11	24611	Standing
0.38	-0.92	0.11	24652	Standing
0.39	-0.91	0.11	24693	Standing
0.4	-0.91	0.1	24734	Standing
0.41	-0.91	0.11	24775	Standing
0.39	-0.9	0.09	24816	Standing
0.42	-0.91	0.11	24857	Standing
0.37	-0.95	0.1	24898	Standing
0.39	-0.91	0.11	24939	Standing
0.37	-0.91	0.11	24980	Standing
0.37	-0.9	0.12	25021	Standing
0.35	-0.91	0.11	25062	Standing
0.4	-0.93	0.1	25103	Standing
0.41	-0.93	0.1	25144	Standing
0.39	-0.93	0.09	25185	Standing
0.41	-0.91	0.09	25226	Standing
0.39	-0.92	0.08	25267	Standing
0.42	-0.92	0.09	25308	Standing
0.38	-0.93	0.09	25349	Standing
0.4	-0.92	0.09	25390	Standing
0.37	-0.93	0.09	25431	Standing
0.39	-0.91	0.09	25472	Standing
0.38	-0.93	0.09	25512	Standing
0.39	-0.92	0.09	25553	Standing
0.37	-0.93	0.08	25594	Standing
0.39	-0.92	0.09	25635	Standing
0.39	-0.91	0.09	25676	Standing
0.39	-0.92	0.09	25717	Standing
0.39	-0.93	0.09	25758	Standing
0.39	-0.93	0.09	25799	Standing
0.37	-0.93	0.1	25840	Standing
0.37	-0.93	0.1	25881	Standing
0.37	-0.92	0.11	25922	Standing
0.35	-0.95	0.11	25963	Standing
0.32	-0.93	0.12	26004	Standing
0.34	-0.95	0.12	26045	Standing
0.37	-0.97	0.08	26086	Standing
0.44	-0.91	0.08	26127	Standing
0.42	-0.95	0.07	26168	Standing
0.39	-0.93	0.09	26209	Standing
0.4	-0.94	0.08	26250	Standing
0.41	-0.93	0.09	26291	Standing
0.39	-0.92	0.1	26332	Standing
0.4	-0.91	0.11	26373	Standing
0.4	-0.91	0.11	26414	Standing
0.39	-0.91	0.12	26455	Standing
0.41	-0.89	0.13	26496	Standing
0.39	-0.88	0.14	26537	Standing
0.4	-0.88	0.12	26578	Standing
0.4	-0.9	0.14	26619	Standing
0.38	-0.9	0.13	26660	Standing
0.37	-0.9	0.13	26701	Standing
0.37	-0.9	0.14	26742	Standing
0.36	-0.9	0.14	26783	Standing
0.36	-0.93	0.15	26824	Standing
0.36	-0.95	0.15	26865	Standing
0.34	-0.93	0.16	26906	Standing
0.34	-0.91	0.16	26947	Standing
0.32	-0.9	0.16	26988	Standing
0.32	-0.91	0.16	27029	Standing
0.36	-0.91	0.14	27070	Standing
0.34	-0.93	0.14	27111	Standing
0.35	-0.93	0.14	27152	Standing
0.36	-0.91	0.14	27192	Standing
0.33	-0.93	0.14	27233	Standing
0.36	-0.92	0.16	27274	Standing
0.37	-0.92	0.15	27315	Standing
0.37	-0.95	0.16	27356	Standing
0.38	-0.93	0.16	27397	Standing
0.37	-0.94	0.15	27438	Standing
0.37	-0.93	0.15	27479	Standing
0.37	-0.92	0.14	27520	Standing
0.36	-0.93	0.14	27560	Standing
0.36	-0.93	0.13	27601	Standing
0.36	-0.93	0.14	27642	Standing
0.36	-0.92	0.14	27683	Standing
0.36	-0.92	0.13	27724	Standing
0.36	-0.92	0.12	27765	Standing
0.37	-0.93	0.12	27806	Standing
0.37	-0.93	0.12	27847	Standing
0.37	-0.93	0.13	27888	Standing
0.37	-0.92	0.13	27929	Standing
0.36	-0.94	0.13	27970	Standing
0.38	-0.93	0.13	28011	Standing
0.37	-0.93	0.14	28052	Standing
0.35	-0.92	0.14	28093	Standing
0.36	-0.91	0.14	28134	Standing
0.36	-0.92	0.14	28175	Standing
0.37	-0.91	0.13	28216	Standing
0.38	-0.91	0.14	28257	Standing
0.37	-0.92	0.13	28298	Standing
0.38	-0.93	0.14	28339	Standing
0.39	-0.92	0.14	28380	Standing
0.38	-0.91	0.13	28421	Standing
0.38	-0.91	0.14	28462	Standing
0.38	-0.92	0.13	28503	Standing
0.37	-0.91	0.14	28544	Standing
0.39	-0.93	0.14	28584	Standing
0.39	-0.92	0.14	28625	Standing
0.38	-0.93	0.12	28666	Standing
0.4	-0.92	0.13	28707	Standing
0.38	-0.9	0.14	28748	Standing
0.39	-0.91	0.15	28789	Standing
0.39	-0.9	0.13	28830	Standing
0.39	-0.92	0.14	28871	Standing
0.39	-0.92	0.14	28912	Standing
0.4	-0.91	0.14	28953	Standing
0.38	-0.91	0.14	28993	Standing
0.37	-0.92	0.14	29034	Standing
0.39	-0.91	0.14	29075	Standing
0.39	-0.91	0.15	29116	Standing
0.38	-0.92	0.14	29157	Standing
0.4	-0.91	0.14	29198	Standing
0.38	-0.92	0.15	29239	Standing
